State,Year,Quarter,Device_Brand,User_Count,Registered_users,App_opens
andaman-&-nicobar-islands,2018,1,Xiaomi,1665,6740,0
andaman-&-nicobar-islands,2018,1,Samsung,1445,6740,0
andaman-&-nicobar-islands,2018,1,Vivo,982,6740,0
andaman-&-nicobar-islands,2018,1,Oppo,501,6740,0
andaman-&-nicobar-islands,2018,1,OnePlus,332,6740,0
andaman-&-nicobar-islands,2018,1,Realme,316,6740,0
andaman-&-nicobar-islands,2018,1,Apple,229,6740,0
andaman-&-nicobar-islands,2018,1,Motorola,226,6740,0
andaman-&-nicobar-islands,2018,1,Lenovo,202,6740,0
andaman-&-nicobar-islands,2018,1,Huawei,158,6740,0
andaman-&-nicobar-islands,2018,1,Others,684,6740,0
andaman-&-nicobar-islands,2018,2,Xiaomi,2303,9405,0
andaman-&-nicobar-islands,2018,2,Samsung,1923,9405,0
andaman-&-nicobar-islands,2018,2,Vivo,1523,9405,0
andaman-&-nicobar-islands,2018,2,Oppo,708,9405,0
andaman-&-nicobar-islands,2018,2,OnePlus,466,9405,0
andaman-&-nicobar-islands,2018,2,Realme,465,9405,0
andaman-&-nicobar-islands,2018,2,Motorola,319,9405,0
andaman-&-nicobar-islands,2018,2,Apple,308,9405,0
andaman-&-nicobar-islands,2018,2,Lenovo,244,9405,0
andaman-&-nicobar-islands,2018,2,Huawei,230,9405,0
andaman-&-nicobar-islands,2018,2,Others,916,9405,0
andaman-&-nicobar-islands,2018,3,Xiaomi,2950,12149,0
andaman-&-nicobar-islands,2018,3,Samsung,2409,12149,0
andaman-&-nicobar-islands,2018,3,Vivo,2063,12149,0
andaman-&-nicobar-islands,2018,3,Oppo,988,12149,0
andaman-&-nicobar-islands,2018,3,OnePlus,617,12149,0
andaman-&-nicobar-islands,2018,3,Realme,603,12149,0
andaman-&-nicobar-islands,2018,3,Motorola,390,12149,0
andaman-&-nicobar-islands,2018,3,Apple,371,12149,0
andaman-&-nicobar-islands,2018,3,Huawei,314,12149,0
andaman-&-nicobar-islands,2018,3,Lenovo,299,12149,0
andaman-&-nicobar-islands,2018,3,Others,1145,12149,0
andaman-&-nicobar-islands,2018,4,Xiaomi,3719,15222,0
andaman-&-nicobar-islands,2018,4,Samsung,2936,15222,0
andaman-&-nicobar-islands,2018,4,Vivo,2742,15222,0
andaman-&-nicobar-islands,2018,4,Oppo,1268,15222,0
andaman-&-nicobar-islands,2018,4,Realme,760,15222,0
andaman-&-nicobar-islands,2018,4,OnePlus,721,15222,0
andaman-&-nicobar-islands,2018,4,Motorola,474,15222,0
andaman-&-nicobar-islands,2018,4,Apple,455,15222,0
andaman-&-nicobar-islands,2018,4,Huawei,398,15222,0
andaman-&-nicobar-islands,2018,4,Lenovo,377,15222,0
andaman-&-nicobar-islands,2018,4,Others,1372,15222,0
andaman-&-nicobar-islands,2019,1,Xiaomi,4576,18596,0
andaman-&-nicobar-islands,2019,1,Samsung,3567,18596,0
andaman-&-nicobar-islands,2019,1,Vivo,3420,18596,0
andaman-&-nicobar-islands,2019,1,Oppo,1600,18596,0
andaman-&-nicobar-islands,2019,1,Realme,897,18596,0
andaman-&-nicobar-islands,2019,1,OnePlus,855,18596,0
andaman-&-nicobar-islands,2019,1,Motorola,561,18596,0
andaman-&-nicobar-islands,2019,1,Apple,515,18596,0
andaman-&-nicobar-islands,2019,1,Huawei,515,18596,0
andaman-&-nicobar-islands,2019,1,Lenovo,426,18596,0
andaman-&-nicobar-islands,2019,1,Others,1664,18596,0
andaman-&-nicobar-islands,2019,2,Xiaomi,5296,21731,52640
andaman-&-nicobar-islands,2019,2,Samsung,4165,21731,52640
andaman-&-nicobar-islands,2019,2,Vivo,4102,21731,52640
andaman-&-nicobar-islands,2019,2,Oppo,1905,21731,52640
andaman-&-nicobar-islands,2019,2,Realme,1012,21731,52640
andaman-&-nicobar-islands,2019,2,OnePlus,950,21731,52640
andaman-&-nicobar-islands,2019,2,Huawei,644,21731,52640
andaman-&-nicobar-islands,2019,2,Motorola,630,21731,52640
andaman-&-nicobar-islands,2019,2,Apple,569,21731,52640
andaman-&-nicobar-islands,2019,2,Lenovo,477,21731,52640
andaman-&-nicobar-islands,2019,2,Others,1981,21731,52640
andaman-&-nicobar-islands,2019,3,Xiaomi,5819,23931,171107
andaman-&-nicobar-islands,2019,3,Vivo,4685,23931,171107
andaman-&-nicobar-islands,2019,3,Samsung,4508,23931,171107
andaman-&-nicobar-islands,2019,3,Oppo,2108,23931,171107
andaman-&-nicobar-islands,2019,3,Realme,1158,23931,171107
andaman-&-nicobar-islands,2019,3,OnePlus,1045,23931,171107
andaman-&-nicobar-islands,2019,3,Huawei,725,23931,171107
andaman-&-nicobar-islands,2019,3,Motorola,660,23931,171107
andaman-&-nicobar-islands,2019,3,Apple,630,23931,171107
andaman-&-nicobar-islands,2019,3,Lenovo,483,23931,171107
andaman-&-nicobar-islands,2019,3,Others,2110,23931,171107
andaman-&-nicobar-islands,2019,4,Xiaomi,6259,25960,177012
andaman-&-nicobar-islands,2019,4,Vivo,5190,25960,177012
andaman-&-nicobar-islands,2019,4,Samsung,4900,25960,177012
andaman-&-nicobar-islands,2019,4,Oppo,2329,25960,177012
andaman-&-nicobar-islands,2019,4,Realme,1329,25960,177012
andaman-&-nicobar-islands,2019,4,OnePlus,1124,25960,177012
andaman-&-nicobar-islands,2019,4,Huawei,798,25960,177012
andaman-&-nicobar-islands,2019,4,Motorola,682,25960,177012
andaman-&-nicobar-islands,2019,4,Apple,678,25960,177012
andaman-&-nicobar-islands,2019,4,Lenovo,488,25960,177012
andaman-&-nicobar-islands,2019,4,Others,2183,25960,177012
andaman-&-nicobar-islands,2020,1,Xiaomi,6803,28368,193586
andaman-&-nicobar-islands,2020,1,Vivo,5880,28368,193586
andaman-&-nicobar-islands,2020,1,Samsung,5335,28368,193586
andaman-&-nicobar-islands,2020,1,Oppo,2557,28368,193586
andaman-&-nicobar-islands,2020,1,Realme,1511,28368,193586
andaman-&-nicobar-islands,2020,1,OnePlus,1184,28368,193586
andaman-&-nicobar-islands,2020,1,Huawei,891,28368,193586
andaman-&-nicobar-islands,2020,1,Apple,735,28368,193586
andaman-&-nicobar-islands,2020,1,Motorola,715,28368,193586
andaman-&-nicobar-islands,2020,1,Lenovo,500,28368,193586
andaman-&-nicobar-islands,2020,1,Others,2257,28368,193586
andaman-&-nicobar-islands,2020,2,Xiaomi,7805,32710,305072
andaman-&-nicobar-islands,2020,2,Vivo,7122,32710,305072
andaman-&-nicobar-islands,2020,2,Samsung,6030,32710,305072
andaman-&-nicobar-islands,2020,2,Oppo,2976,32710,305072
andaman-&-nicobar-islands,2020,2,Realme,1761,32710,305072
andaman-&-nicobar-islands,2020,2,OnePlus,1271,32710,305072
andaman-&-nicobar-islands,2020,2,Huawei,1005,32710,305072
andaman-&-nicobar-islands,2020,2,Apple,792,32710,305072
andaman-&-nicobar-islands,2020,2,Motorola,779,32710,305072
andaman-&-nicobar-islands,2020,2,Lenovo,552,32710,305072
andaman-&-nicobar-islands,2020,2,Others,2617,32710,305072
andaman-&-nicobar-islands,2020,3,Xiaomi,9794,41335,515565
andaman-&-nicobar-islands,2020,3,Vivo,9556,41335,515565
andaman-&-nicobar-islands,2020,3,Samsung,7572,41335,515565
andaman-&-nicobar-islands,2020,3,Oppo,3730,41335,515565
andaman-&-nicobar-islands,2020,3,Realme,2285,41335,515565
andaman-&-nicobar-islands,2020,3,OnePlus,1440,41335,515565
andaman-&-nicobar-islands,2020,3,Huawei,1213,41335,515565
andaman-&-nicobar-islands,2020,3,Motorola,907,41335,515565
andaman-&-nicobar-islands,2020,3,Apple,870,41335,515565
andaman-&-nicobar-islands,2020,3,Lenovo,606,41335,515565
andaman-&-nicobar-islands,2020,3,Others,3362,41335,515565
andaman-&-nicobar-islands,2020,4,Xiaomi,12398,52396,887208
andaman-&-nicobar-islands,2020,4,Vivo,12275,52396,887208
andaman-&-nicobar-islands,2020,4,Samsung,9938,52396,887208
andaman-&-nicobar-islands,2020,4,Oppo,4723,52396,887208
andaman-&-nicobar-islands,2020,4,Realme,2996,52396,887208
andaman-&-nicobar-islands,2020,4,OnePlus,1638,52396,887208
andaman-&-nicobar-islands,2020,4,Huawei,1472,52396,887208
andaman-&-nicobar-islands,2020,4,Motorola,1032,52396,887208
andaman-&-nicobar-islands,2020,4,Apple,973,52396,887208
andaman-&-nicobar-islands,2020,4,Lenovo,708,52396,887208
andaman-&-nicobar-islands,2020,4,Others,4243,52396,887208
andaman-&-nicobar-islands,2021,1,Vivo,13812,57758,1004336
andaman-&-nicobar-islands,2021,1,Xiaomi,13714,57758,1004336
andaman-&-nicobar-islands,2021,1,Samsung,10861,57758,1004336
andaman-&-nicobar-islands,2021,1,Oppo,5158,57758,1004336
andaman-&-nicobar-islands,2021,1,Realme,3419,57758,1004336
andaman-&-nicobar-islands,2021,1,OnePlus,1773,57758,1004336
andaman-&-nicobar-islands,2021,1,Huawei,1575,57758,1004336
andaman-&-nicobar-islands,2021,1,Motorola,1062,57758,1004336
andaman-&-nicobar-islands,2021,1,Apple,1056,57758,1004336
andaman-&-nicobar-islands,2021,1,Tecno,796,57758,1004336
andaman-&-nicobar-islands,2021,1,Others,4532,57758,1004336
andaman-&-nicobar-islands,2021,2,Vivo,15056,62095,2248223
andaman-&-nicobar-islands,2021,2,Xiaomi,14788,62095,2248223
andaman-&-nicobar-islands,2021,2,Samsung,11476,62095,2248223
andaman-&-nicobar-islands,2021,2,Oppo,5456,62095,2248223
andaman-&-nicobar-islands,2021,2,Realme,4034,62095,2248223
andaman-&-nicobar-islands,2021,2,OnePlus,1981,62095,2248223
andaman-&-nicobar-islands,2021,2,Huawei,1559,62095,2248223
andaman-&-nicobar-islands,2021,2,Apple,1153,62095,2248223
andaman-&-nicobar-islands,2021,2,Motorola,1054,62095,2248223
andaman-&-nicobar-islands,2021,2,Tecno,974,62095,2248223
andaman-&-nicobar-islands,2021,2,Others,4564,62095,2248223
andaman-&-nicobar-islands,2021,3,Vivo,16411,66982,3121625
andaman-&-nicobar-islands,2021,3,Xiaomi,15938,66982,3121625
andaman-&-nicobar-islands,2021,3,Samsung,12028,66982,3121625
andaman-&-nicobar-islands,2021,3,Oppo,5853,66982,3121625
andaman-&-nicobar-islands,2021,3,Realme,4808,66982,3121625
andaman-&-nicobar-islands,2021,3,OnePlus,2306,66982,3121625
andaman-&-nicobar-islands,2021,3,Huawei,1567,66982,3121625
andaman-&-nicobar-islands,2021,3,Apple,1283,66982,3121625
andaman-&-nicobar-islands,2021,3,Tecno,1178,66982,3121625
andaman-&-nicobar-islands,2021,3,Motorola,1017,66982,3121625
andaman-&-nicobar-islands,2021,3,Others,4593,66982,3121625
andaman-&-nicobar-islands,2021,4,Vivo,17597,71780,2112910
andaman-&-nicobar-islands,2021,4,Xiaomi,16968,71780,2112910
andaman-&-nicobar-islands,2021,4,Samsung,12574,71780,2112910
andaman-&-nicobar-islands,2021,4,Oppo,6127,71780,2112910
andaman-&-nicobar-islands,2021,4,Realme,5830,71780,2112910
andaman-&-nicobar-islands,2021,4,OnePlus,2691,71780,2112910
andaman-&-nicobar-islands,2021,4,Apple,1490,71780,2112910
andaman-&-nicobar-islands,2021,4,Huawei,1459,71780,2112910
andaman-&-nicobar-islands,2021,4,Tecno,1417,71780,2112910
andaman-&-nicobar-islands,2021,4,Motorola,1055,71780,2112910
andaman-&-nicobar-islands,2021,4,Others,4572,71780,2112910
andaman-&-nicobar-islands,2022,1,Vivo,18688,76288,3847407
andaman-&-nicobar-islands,2022,1,Xiaomi,17957,76288,3847407
andaman-&-nicobar-islands,2022,1,Samsung,12955,76288,3847407
andaman-&-nicobar-islands,2022,1,Realme,6769,76288,3847407
andaman-&-nicobar-islands,2022,1,Oppo,6461,76288,3847407
andaman-&-nicobar-islands,2022,1,OnePlus,3005,76288,3847407
andaman-&-nicobar-islands,2022,1,Tecno,1770,76288,3847407
andaman-&-nicobar-islands,2022,1,Apple,1634,76288,3847407
andaman-&-nicobar-islands,2022,1,Huawei,1441,76288,3847407
andaman-&-nicobar-islands,2022,1,Motorola,1050,76288,3847407
andaman-&-nicobar-islands,2022,1,Others,4558,76288,3847407
andhra-pradesh,2018,1,Xiaomi,836581,3336450,0
andhra-pradesh,2018,1,Samsung,683687,3336450,0
andhra-pradesh,2018,1,Vivo,425959,3336450,0
andhra-pradesh,2018,1,Oppo,304487,3336450,0
andhra-pradesh,2018,1,Realme,236646,3336450,0
andhra-pradesh,2018,1,Motorola,129739,3336450,0
andhra-pradesh,2018,1,OnePlus,129421,3336450,0
andhra-pradesh,2018,1,Apple,123274,3336450,0
andhra-pradesh,2018,1,Lenovo,84138,3336450,0
andhra-pradesh,2018,1,Huawei,76654,3336450,0
andhra-pradesh,2018,1,Others,305864,3336450,0
andhra-pradesh,2018,2,Xiaomi,1113800,4402540,0
andhra-pradesh,2018,2,Samsung,903290,4402540,0
andhra-pradesh,2018,2,Vivo,586965,4402540,0
andhra-pradesh,2018,2,Oppo,410549,4402540,0
andhra-pradesh,2018,2,Realme,305964,4402540,0
andhra-pradesh,2018,2,Motorola,169847,4402540,0
andhra-pradesh,2018,2,OnePlus,155418,4402540,0
andhra-pradesh,2018,2,Apple,151847,4402540,0
andhra-pradesh,2018,2,Lenovo,107441,4402540,0
andhra-pradesh,2018,2,Huawei,102929,4402540,0
andhra-pradesh,2018,2,Others,394490,4402540,0
andhra-pradesh,2018,3,Xiaomi,1385112,5427617,0
andhra-pradesh,2018,3,Samsung,1103186,5427617,0
andhra-pradesh,2018,3,Vivo,761793,5427617,0
andhra-pradesh,2018,3,Oppo,518120,5427617,0
andhra-pradesh,2018,3,Realme,379712,5427617,0
andhra-pradesh,2018,3,Motorola,203756,5427617,0
andhra-pradesh,2018,3,OnePlus,181364,5427617,0
andhra-pradesh,2018,3,Apple,175343,5427617,0
andhra-pradesh,2018,3,Huawei,134429,5427617,0
andhra-pradesh,2018,3,Lenovo,122489,5427617,0
andhra-pradesh,2018,3,Others,462313,5427617,0
andhra-pradesh,2018,4,Xiaomi,1753802,6857409,0
andhra-pradesh,2018,4,Samsung,1388061,6857409,0
andhra-pradesh,2018,4,Vivo,1011185,6857409,0
andhra-pradesh,2018,4,Oppo,675093,6857409,0
andhra-pradesh,2018,4,Realme,476746,6857409,0
andhra-pradesh,2018,4,Motorola,250601,6857409,0
andhra-pradesh,2018,4,OnePlus,210161,6857409,0
andhra-pradesh,2018,4,Apple,209737,6857409,0
andhra-pradesh,2018,4,Huawei,176237,6857409,0
andhra-pradesh,2018,4,Lenovo,149583,6857409,0
andhra-pradesh,2018,4,Others,556203,6857409,0
andhra-pradesh,2019,1,Xiaomi,2110547,8283019,0
andhra-pradesh,2019,1,Samsung,1688342,8283019,0
andhra-pradesh,2019,1,Vivo,1262871,8283019,0
andhra-pradesh,2019,1,Oppo,835541,8283019,0
andhra-pradesh,2019,1,Realme,564832,8283019,0
andhra-pradesh,2019,1,Motorola,291830,8283019,0
andhra-pradesh,2019,1,Apple,241108,8283019,0
andhra-pradesh,2019,1,OnePlus,237269,8283019,0
andhra-pradesh,2019,1,Huawei,220082,8283019,0
andhra-pradesh,2019,1,Lenovo,171471,8283019,0
andhra-pradesh,2019,1,Others,659126,8283019,0
andhra-pradesh,2019,2,Xiaomi,2389374,9389003,81375251
andhra-pradesh,2019,2,Samsung,1914378,9389003,81375251
andhra-pradesh,2019,2,Vivo,1466695,9389003,81375251
andhra-pradesh,2019,2,Oppo,963352,9389003,81375251
andhra-pradesh,2019,2,Realme,641519,9389003,81375251
andhra-pradesh,2019,2,Motorola,324778,9389003,81375251
andhra-pradesh,2019,2,Apple,264860,9389003,81375251
andhra-pradesh,2019,2,OnePlus,254273,9389003,81375251
andhra-pradesh,2019,2,Huawei,250859,9389003,81375251
andhra-pradesh,2019,2,Lenovo,189151,9389003,81375251
andhra-pradesh,2019,2,Others,729764,9389003,81375251
andhra-pradesh,2019,3,Xiaomi,2656468,10458693,310953542
andhra-pradesh,2019,3,Samsung,2123659,10458693,310953542
andhra-pradesh,2019,3,Vivo,1674109,10458693,310953542
andhra-pradesh,2019,3,Oppo,1087660,10458693,310953542
andhra-pradesh,2019,3,Realme,727964,10458693,310953542
andhra-pradesh,2019,3,Motorola,348910,10458693,310953542
andhra-pradesh,2019,3,Apple,286412,10458693,310953542
andhra-pradesh,2019,3,Huawei,282587,10458693,310953542
andhra-pradesh,2019,3,OnePlus,271100,10458693,310953542
andhra-pradesh,2019,3,Lenovo,194180,10458693,310953542
andhra-pradesh,2019,3,Others,805644,10458693,310953542
andhra-pradesh,2019,4,Xiaomi,2985953,11757883,411201518
andhra-pradesh,2019,4,Samsung,2379139,11757883,411201518
andhra-pradesh,2019,4,Vivo,1922141,11757883,411201518
andhra-pradesh,2019,4,Oppo,1241235,11757883,411201518
andhra-pradesh,2019,4,Realme,844668,11757883,411201518
andhra-pradesh,2019,4,Motorola,381692,11757883,411201518
andhra-pradesh,2019,4,Huawei,317290,11757883,411201518
andhra-pradesh,2019,4,Apple,308354,11757883,411201518
andhra-pradesh,2019,4,OnePlus,286412,11757883,411201518
andhra-pradesh,2019,4,Lenovo,208785,11757883,411201518
andhra-pradesh,2019,4,Others,882214,11757883,411201518
andhra-pradesh,2020,1,Xiaomi,3307542,13022060,486513773
andhra-pradesh,2020,1,Samsung,2622762,13022060,486513773
andhra-pradesh,2020,1,Vivo,2165012,13022060,486513773
andhra-pradesh,2020,1,Oppo,1387060,13022060,486513773
andhra-pradesh,2020,1,Realme,960418,13022060,486513773
andhra-pradesh,2020,1,Motorola,411062,13022060,486513773
andhra-pradesh,2020,1,Huawei,348324,13022060,486513773
andhra-pradesh,2020,1,Apple,329329,13022060,486513773
andhra-pradesh,2020,1,OnePlus,298911,13022060,486513773
andhra-pradesh,2020,1,Lenovo,227154,13022060,486513773
andhra-pradesh,2020,1,Others,964486,13022060,486513773
andhra-pradesh,2020,2,Xiaomi,3635594,14319675,494341698
andhra-pradesh,2020,2,Samsung,2888149,14319675,494341698
andhra-pradesh,2020,2,Vivo,2409399,14319675,494341698
andhra-pradesh,2020,2,Oppo,1535129,14319675,494341698
andhra-pradesh,2020,2,Realme,1072165,14319675,494341698
andhra-pradesh,2020,2,Motorola,445380,14319675,494341698
andhra-pradesh,2020,2,Huawei,379220,14319675,494341698
andhra-pradesh,2020,2,Apple,348938,14319675,494341698
andhra-pradesh,2020,2,OnePlus,309208,14319675,494341698
andhra-pradesh,2020,2,Lenovo,243288,14319675,494341698
andhra-pradesh,2020,2,Others,1053205,14319675,494341698
andhra-pradesh,2020,3,Xiaomi,3978789,15692405,696300382
andhra-pradesh,2020,3,Samsung,3154020,15692405,696300382
andhra-pradesh,2020,3,Vivo,2687996,15692405,696300382
andhra-pradesh,2020,3,Oppo,1695723,15692405,696300382
andhra-pradesh,2020,3,Realme,1207622,15692405,696300382
andhra-pradesh,2020,3,Motorola,477313,15692405,696300382
andhra-pradesh,2020,3,Huawei,408520,15692405,696300382
andhra-pradesh,2020,3,Apple,370327,15692405,696300382
andhra-pradesh,2020,3,OnePlus,322028,15692405,696300382
andhra-pradesh,2020,3,Lenovo,260912,15692405,696300382
andhra-pradesh,2020,3,Others,1129155,15692405,696300382
andhra-pradesh,2020,4,Xiaomi,4325662,17076565,869078538
andhra-pradesh,2020,4,Samsung,3419866,17076565,869078538
andhra-pradesh,2020,4,Vivo,2950572,17076565,869078538
andhra-pradesh,2020,4,Oppo,1856052,17076565,869078538
andhra-pradesh,2020,4,Realme,1361491,17076565,869078538
andhra-pradesh,2020,4,Motorola,506158,17076565,869078538
andhra-pradesh,2020,4,Huawei,437125,17076565,869078538
andhra-pradesh,2020,4,Apple,394191,17076565,869078538
andhra-pradesh,2020,4,OnePlus,336518,17076565,869078538
andhra-pradesh,2020,4,Lenovo,276671,17076565,869078538
andhra-pradesh,2020,4,Others,1212259,17076565,869078538
andhra-pradesh,2021,1,Xiaomi,4644641,18363733,957709447
andhra-pradesh,2021,1,Samsung,3635596,18363733,957709447
andhra-pradesh,2021,1,Vivo,3245151,18363733,957709447
andhra-pradesh,2021,1,Oppo,2010506,18363733,957709447
andhra-pradesh,2021,1,Realme,1531645,18363733,957709447
andhra-pradesh,2021,1,Motorola,518115,18363733,957709447
andhra-pradesh,2021,1,Huawei,455604,18363733,957709447
andhra-pradesh,2021,1,Apple,421002,18363733,957709447
andhra-pradesh,2021,1,OnePlus,355922,18363733,957709447
andhra-pradesh,2021,1,Lenovo,277980,18363733,957709447
andhra-pradesh,2021,1,Others,1267571,18363733,957709447
andhra-pradesh,2021,2,Xiaomi,4937684,19620905,1044705436
andhra-pradesh,2021,2,Samsung,3798250,19620905,1044705436
andhra-pradesh,2021,2,Vivo,3572140,19620905,1044705436
andhra-pradesh,2021,2,Oppo,2173037,19620905,1044705436
andhra-pradesh,2021,2,Realme,1817804,19620905,1044705436
andhra-pradesh,2021,2,Motorola,503072,19620905,1044705436
andhra-pradesh,2021,2,Apple,450689,19620905,1044705436
andhra-pradesh,2021,2,Huawei,440324,19620905,1044705436
andhra-pradesh,2021,2,OnePlus,394851,19620905,1044705436
andhra-pradesh,2021,2,Lenovo,261201,19620905,1044705436
andhra-pradesh,2021,2,Others,1271853,19620905,1044705436
andhra-pradesh,2021,3,Xiaomi,5256707,21059898,1258536879
andhra-pradesh,2021,3,Vivo,3981492,21059898,1258536879
andhra-pradesh,2021,3,Samsung,3911188,21059898,1258536879
andhra-pradesh,2021,3,Oppo,2382363,21059898,1258536879
andhra-pradesh,2021,3,Realme,2134616,21059898,1258536879
andhra-pradesh,2021,3,Motorola,486971,21059898,1258536879
andhra-pradesh,2021,3,Apple,480993,21059898,1258536879
andhra-pradesh,2021,3,OnePlus,459011,21059898,1258536879
andhra-pradesh,2021,3,Huawei,435214,21059898,1258536879
andhra-pradesh,2021,3,Lenovo,245241,21059898,1258536879
andhra-pradesh,2021,3,Others,1286102,21059898,1258536879
andhra-pradesh,2021,4,Xiaomi,5518238,22489029,1447717601
andhra-pradesh,2021,4,Vivo,4381023,22489029,1447717601
andhra-pradesh,2021,4,Samsung,4017419,22489029,1447717601
andhra-pradesh,2021,4,Oppo,2580845,22489029,1447717601
andhra-pradesh,2021,4,Realme,2528884,22489029,1447717601
andhra-pradesh,2021,4,Apple,544986,22489029,1447717601
andhra-pradesh,2021,4,OnePlus,525373,22489029,1447717601
andhra-pradesh,2021,4,Motorola,474422,22489029,1447717601
andhra-pradesh,2021,4,Huawei,409934,22489029,1447717601
andhra-pradesh,2021,4,Lenovo,224391,22489029,1447717601
andhra-pradesh,2021,4,Others,1283514,22489029,1447717601
andhra-pradesh,2022,1,Xiaomi,5743382,23857951,1254785973
andhra-pradesh,2022,1,Vivo,4772765,23857951,1254785973
andhra-pradesh,2022,1,Samsung,4124296,23857951,1254785973
andhra-pradesh,2022,1,Realme,2864092,23857951,1254785973
andhra-pradesh,2022,1,Oppo,2780974,23857951,1254785973
andhra-pradesh,2022,1,Apple,594003,23857951,1254785973
andhra-pradesh,2022,1,OnePlus,580737,23857951,1254785973
andhra-pradesh,2022,1,Motorola,463652,23857951,1254785973
andhra-pradesh,2022,1,Huawei,401477,23857951,1254785973
andhra-pradesh,2022,1,Lenovo,222586,23857951,1254785973
andhra-pradesh,2022,1,Others,1309987,23857951,1254785973
arunachal-pradesh,2018,1,Xiaomi,5212,21495,0
arunachal-pradesh,2018,1,Samsung,4354,21495,0
arunachal-pradesh,2018,1,Vivo,3523,21495,0
arunachal-pradesh,2018,1,Oppo,2608,21495,0
arunachal-pradesh,2018,1,Realme,1297,21495,0
arunachal-pradesh,2018,1,Apple,628,21495,0
arunachal-pradesh,2018,1,Gionee,563,21495,0
arunachal-pradesh,2018,1,Lenovo,420,21495,0
arunachal-pradesh,2018,1,OnePlus,403,21495,0
arunachal-pradesh,2018,1,Motorola,343,21495,0
arunachal-pradesh,2018,1,Others,2144,21495,0
arunachal-pradesh,2018,2,Xiaomi,8058,32883,0
arunachal-pradesh,2018,2,Samsung,6633,32883,0
arunachal-pradesh,2018,2,Vivo,5591,32883,0
arunachal-pradesh,2018,2,Oppo,4204,32883,0
arunachal-pradesh,2018,2,Realme,1943,32883,0
arunachal-pradesh,2018,2,Apple,869,32883,0
arunachal-pradesh,2018,2,Gionee,730,32883,0
arunachal-pradesh,2018,2,Lenovo,581,32883,0
arunachal-pradesh,2018,2,OnePlus,554,32883,0
arunachal-pradesh,2018,2,Motorola,514,32883,0
arunachal-pradesh,2018,2,Others,3206,32883,0
arunachal-pradesh,2018,3,Xiaomi,11250,45922,0
arunachal-pradesh,2018,3,Samsung,9307,45922,0
arunachal-pradesh,2018,3,Vivo,8226,45922,0
arunachal-pradesh,2018,3,Oppo,5992,45922,0
arunachal-pradesh,2018,3,Realme,2676,45922,0
arunachal-pradesh,2018,3,Apple,1153,45922,0
arunachal-pradesh,2018,3,Gionee,1024,45922,0
arunachal-pradesh,2018,3,OnePlus,740,45922,0
arunachal-pradesh,2018,3,Motorola,722,45922,0
arunachal-pradesh,2018,3,Lenovo,629,45922,0
arunachal-pradesh,2018,3,Others,4203,45922,0
arunachal-pradesh,2018,4,Xiaomi,15097,61852,0
arunachal-pradesh,2018,4,Samsung,12580,61852,0
arunachal-pradesh,2018,4,Vivo,11624,61852,0
arunachal-pradesh,2018,4,Oppo,8328,61852,0
arunachal-pradesh,2018,4,Realme,3613,61852,0
arunachal-pradesh,2018,4,Apple,1517,61852,0
arunachal-pradesh,2018,4,Gionee,1188,61852,0
arunachal-pradesh,2018,4,Motorola,944,61852,0
arunachal-pradesh,2018,4,OnePlus,896,61852,0
arunachal-pradesh,2018,4,Lenovo,831,61852,0
arunachal-pradesh,2018,4,Others,5234,61852,0
arunachal-pradesh,2019,1,Xiaomi,18809,76957,0
arunachal-pradesh,2019,1,Samsung,15537,76957,0
arunachal-pradesh,2019,1,Vivo,14892,76957,0
arunachal-pradesh,2019,1,Oppo,10738,76957,0
arunachal-pradesh,2019,1,Realme,4413,76957,0
arunachal-pradesh,2019,1,Apple,1870,76957,0
arunachal-pradesh,2019,1,Gionee,1310,76957,0
arunachal-pradesh,2019,1,Motorola,1137,76957,0
arunachal-pradesh,2019,1,OnePlus,1114,76957,0
arunachal-pradesh,2019,1,Huawei,972,76957,0
arunachal-pradesh,2019,1,Others,6165,76957,0
arunachal-pradesh,2019,2,Xiaomi,23326,95885,502873
arunachal-pradesh,2019,2,Samsung,19719,95885,502873
arunachal-pradesh,2019,2,Vivo,18958,95885,502873
arunachal-pradesh,2019,2,Oppo,13678,95885,502873
arunachal-pradesh,2019,2,Realme,5425,95885,502873
arunachal-pradesh,2019,2,Apple,2169,95885,502873
arunachal-pradesh,2019,2,Gionee,1608,95885,502873
arunachal-pradesh,2019,2,Motorola,1404,95885,502873
arunachal-pradesh,2019,2,OnePlus,1251,95885,502873
arunachal-pradesh,2019,2,Huawei,1175,95885,502873
arunachal-pradesh,2019,2,Others,7172,95885,502873
arunachal-pradesh,2019,3,Xiaomi,27394,112149,1811700
arunachal-pradesh,2019,3,Vivo,22731,112149,1811700
arunachal-pradesh,2019,3,Samsung,22720,112149,1811700
arunachal-pradesh,2019,3,Oppo,16262,112149,1811700
arunachal-pradesh,2019,3,Realme,6477,112149,1811700
arunachal-pradesh,2019,3,Apple,2509,112149,1811700
arunachal-pradesh,2019,3,Gionee,1800,112149,1811700
arunachal-pradesh,2019,3,Motorola,1561,112149,1811700
arunachal-pradesh,2019,3,OnePlus,1390,112149,1811700
arunachal-pradesh,2019,3,Huawei,1377,112149,1811700
arunachal-pradesh,2019,3,Others,7928,112149,1811700
arunachal-pradesh,2019,4,Xiaomi,31369,129321,2140340
arunachal-pradesh,2019,4,Vivo,26787,129321,2140340
